0,8.0
1,8.0
2,3.0
3,7.0
4,0.0
5,9.0
6,7.0
7,8.0
8,3.0
9,3.0
10,4.0
11,2.0
12,4.0
13,1.0
14,6.0
15,4.0
16,1.0
17,2.0
18,1.0
19,4.0
20,1.0
21,8.0
22,7.0
23,7.0
24,8.0
25,5.0
26,3.0
27,9.0
28,4.0
29,8.0
30,8.0
31,3.0
32,5.0
33,6.0
34,6.0
35,2.0
36,1.0
37,5.0
38,5.0
39,6.0
40,6.0
41,1.0
42,0.0
43,7.0
44,4.0
45,8.0
46,2.0
47,9.0
48,0.0
49,8.0
50,9.0
51,0.0
52,7.0
53,6.0
54,8.0
55,8.0
56,7.0
57,0.0
58,5.0
59,9.0
60,5.0
61,6.0
62,0.0
63,4.0
64,1.0
65,7.0
66,5.0
67,1.0
68,1.0
69,7.0
70,7.0
71,9.0
72,5.0
73,9.0
74,7.0
75,0.0
76,1.0
77,7.0
78,1.0
79,9.0
80,3.0
81,8.0
82,6.0
83,1.0
84,1.0
85,0.0
86,5.0
87,2.0
88,6.0
89,6.0
90,3.0
91,9.0
92,1.0
93,6.0
94,4.0
95,0.0
96,6.0
97,3.0
98,1.0
99,8.0
100,8.0
101,7.0
102,7.0
103,2.0
104,5.0
105,3.0
106,4.0
107,5.0
108,3.0
109,8.0
110,7.0
111,3.0
112,1.0
113,8.0
114,2.0
115,8.0
116,8.0
117,4.0
118,6.0
119,1.0
120,5.0
121,2.0
122,4.0
123,3.0
124,7.0
125,5.0
126,3.0
127,9.0
128,9.0
129,1.0
130,5.0
131,1.0
132,1.0
133,6.0
134,6.0
135,1.0
136,9.0
137,4.0
138,9.0
139,2.0
140,1.0
141,3.0
142,8.0
143,9.0
144,3.0
145,7.0
146,3.0
147,1.0
148,4.0
149,6.0
150,0.0
151,0.0
152,8.0
153,7.0
154,6.0
155,0.0
156,5.0
157,8.0
158,9.0
159,6.0
160,4.0
161,8.0
162,9.0
163,0.0
164,9.0
165,9.0
166,1.0
167,6.0
168,6.0
169,5.0
170,7.0
171,0.0
172,2.0
173,7.0
174,0.0
175,9.0
176,5.0
177,4.0
178,9.0
179,9.0
180,6.0
181,9.0
182,0.0
183,5.0
184,8.0
185,9.0
186,2.0
187,5.0
188,9.0
189,0.0
190,8.0
191,5.0
192,7.0
193,0.0
194,6.0
195,1.0
196,8.0
197,3.0
198,7.0
199,2.0
200,2.0
201,1.0
202,9.0
203,2.0
204,4.0
205,0.0
206,0.0
207,5.0
208,3.0
209,7.0
210,8.0
211,6.0
212,1.0
213,4.0
214,3.0
215,4.0
216,2.0
217,4.0
218,8.0
219,7.0
220,6.0
221,5.0
222,7.0
223,4.0
224,0.0
225,5.0
226,5.0
227,2.0
228,9.0
229,2.0
230,1.0
231,9.0
232,1.0
233,7.0
234,4.0
235,5.0
236,4.0
237,4.0
238,1.0
239,0.0
240,0.0
241,6.0
242,0.0
243,5.0
244,0.0
245,0.0
246,2.0
247,1.0
248,5.0
249,2.0
250,2.0
251,6.0
252,6.0
253,2.0
254,6.0
255,3.0
256,6.0
257,7.0
258,7.0
259,0.0
260,2.0
261,4.0
262,3.0
263,6.0
264,2.0
265,5.0
266,2.0
267,1.0
268,0.0
269,6.0
270,4.0
271,6.0
272,8.0
273,7.0
274,2.0
275,7.0
276,1.0
277,7.0
278,8.0
279,8.0
280,7.0
281,3.0
282,0.0
283,5.0
284,1.0
285,2.0
286,8.0
287,4.0
288,8.0
289,0.0
290,8.0
291,8.0
292,1.0
293,8.0
294,9.0
295,6.0
296,9.0
297,3.0
298,7.0
299,3.0
300,3.0
301,6.0
302,7.0
303,8.0
304,2.0
305,1.0
306,2.0
307,0.0
308,0.0
309,6.0
310,8.0
311,3.0
312,6.0
313,0.0
314,3.0
315,8.0
316,3.0
317,4.0
318,5.0
319,8.0
320,5.0
321,6.0
322,4.0
323,0.0
324,7.0
325,9.0
326,1.0
327,6.0
328,8.0
329,9.0
330,8.0
331,7.0
332,8.0
333,4.0
334,6.0
335,3.0
336,9.0
337,2.0
338,8.0
339,9.0
340,7.0
341,8.0
342,9.0
343,9.0
344,4.0
345,6.0
346,1.0
347,8.0
348,6.0
349,2.0
350,1.0
